"Speciality","contract","LicenseNumber","LocationNumber","FacInstanceId","FacilityType","FacilityName","FacilityStatus","LocationAddress","LocationCity","LocationState","LocationZipCode","LocationCounty","MailAddress","MailCity","MailState","MailZipCode","TelephoneNmbr","FaxNmbr","ConfidentialFaxNmbr","RCSRegionUnit","SpecialityCode","ContractCode","FacilityPOC","LicensedBedCount","LicenseExpirationDate","CheckCompleteDate","CheckType","POCId","MemoryCertFlag","Disclosure of Services","Has Reports?","Reports Location",
"Mental Health, Dementia","Specialized Behavior Support, Expanded Community Services, Adult Family Home","754673","40003149","46173","AF  ","Lety's Lighthouse AFH LLC","OP    ","607 E 31ST COURT","KENNEWICK","WA","99337","Benton","607 E 31ST COURT","KENNEWICK","WA","99337","(509) 396-5830","","(509) 485-5020","1C","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 ","Tennancour, Deborah L.","6","","","","485353","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754673","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=754673",
"Mental Health, Dementia","Adult Family Home","758620","40008671","51982","AF  ","Magdalena AFH","OP    ","1207 N QUEBEC ST","KENNEWICK","WA","99336","Benton","1207 N QUEBEC ST","KENNEWICK","WA","99336","(314) 585-2694","","","1C","SPMI, SPDE","1080XS-12 ","Ngethe, Peris","6","","","","1241845","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=758620","No"," ",
"Mental Health, Dementia","Specialized Behavior Support, Expanded Community Services, Adult Family Home","754119","40010876","45460","AF  ","McMurray Adult Family Home LLC","OP    ","1924 McMurray Ave","Richland","WA","99354","Benton","1924 McMurray Ave","Richland","WA","99354","(509) 420-9274","","(509) 420-4330","1C","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 ","Sebsibie, Rahel","5","","","","590805","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754119","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=754119",
"Mental Health, Dementia","Adult Family Home","758212","40014394","51187","AF  ","Nurturing Haven Adult Family Home","OP    ","3998 Barbera St","Richland","WA","99352","Benton","3998 Barbera St","Richland","WA","99352","(509) 221-1674","","","1C","SPMI, SPDE","1080XS-12 ","Deray, Charlota","6","","","","1014195","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=758212","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=758212",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Expanded Community Services, Adult Family Home","757595","40013779","50343","AF  ","Oasis Therapeutic ADH LLC","OP    ","3054 Sugar Plum Ave","West Richland","WA","99353","Benton","3054 Sugar Plum Ave","West Richland","WA","99353","(509) 919-9801","","","1C","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Oni, David","6","","","","1014722","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=757595","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=757595",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","755644","40012040","47616","AF  ","Oasis Theraputic ADH, LLC ","OP    ","75604 E Reata Rd","Kennewick","WA","99338","Benton","75604 E Reata Rd","Kennewick","WA","99338","(509) 919-9801","","(509) 221-1420","1C","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Oni, Gloria U.","4","","","","504218","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=755644","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=755644",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Private Duty Nursing, Expanded Community Services, Adult Family Home","756434","40010095","48830","AF  ","Parkside Adult Family Home LLC","OP    ","1702 S Highlands Blvd","West Richland","WA","99353","Benton","1702 S Highlands Blvd","West Richland","WA","99353","(509) 420-4424","","","1C","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Nyaribo, Judith","6","","","","1025773","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=756434","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=756434",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Expanded Community Services, Adult Family Home","757567","40009689","50242","AF  ","Peace of Mind Of Richland Wa","OP    ","631 Riverstone Dr","Richland","WA","99352","Benton","9612 West  Court St","Pasco","WA","99301","(509) 420-4146","","(509) 416-2566","1C","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Kosgei, Norah C.","6","","","","583128","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=757567","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=757567",
"Mental Health, Dementia, Developmental Disabilities","Expanded Community Services, Adult Family Home","751825","40004430","40923","AF  ","PIONEER HOME","OP    ","1805 Birch Ave","Richland","WA","99354","Benton","1805 Birch Ave","Richland","WA","99354","(509) 420-4243","(509) 723-4399","","1C","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 ","McCune, Deniece","8","","","","194579","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=751825","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=751825",
"Mental Health, Dementia, Developmental Disabilities","Adult Family Home","758767","40014963","52036","AF  ","Refuge Adult Family Home","OP    ","2602 Sunray Ave","Richland","WA","99352","Benton","2602 Sunray Ave","Richland","WA","99352","(509) 396-3122","","","1C","SPMI, SPDE, SPDD","1080XS-12 ","Van Hattem Barasa, Ellie","6","","","","1249211","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=758767","No"," ",
"Mental Health, Dementia, Developmental Disabilities","Adult Family Home","757989","40014079","50773","AF  ","Renewal Adult Family Home","OP    ","2598 Sunray Ave","Richland","WA","99352","Benton","2598 Sunray Ave","Richland","WA","99352","(509) 987-1694","","","1C","SPMI, SPDE, SPDD","1080XS-12 ","KIHARANGWA, LAWRENCE B.","6","","","","1077403","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=757989","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=757989",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Expanded Community Services, Adult Family Home","757820","40014004","50665","AF  ","REVIVAL ADULT FAMILY HOME","OP    ","207 W 31st Ave","Kennewick","WA","99337","Benton","207 W 31st Ave","Kennewick","WA","99337","(509) 508-6833","","","1C","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","MUSHIRA, TIMOTHY","6","","","","773551","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=757820","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=757820",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Expanded Community Services, Adult Family Home","754713","40011257","46282","AF  ","Ridgeline Comfort Home LLC","OP    ","5955 W 37th Pl","Kennewick","WA","99338","Benton","5955 W 37th Pl","Kennewick","WA","99338","(682) 248-4128","","(509) 769-0877","1C","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Murumbei, Laureen L.","5","","","","547965","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754713","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=754713",
"Mental Health, Dementia","Expanded Community Services, Adult Family Home","523900","40005239","36893","AF  ","ROSIES ADULT FAMILY HOME","OP    ","611 N Yost St","Kennewick","WA","99336","Benton","611 N Yost St","Kennewick","WA","99336","(509) 734-0851","","(509) 734-1071","1C","SPMI, SPDE","1080XS-12 , 1080XS-12 ","Covington, Rosemary K.","6","","","","1020413","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=523900","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=523900",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Expanded Community Services, Adult Family Home","757236","40013558","49998","AF  ","Sidai Comfort Home LLC","OP    ","2531 Royal Palm Ave","West Richland","WA","99353","Benton","2531 Royal Palm Ave","West Richland","WA","99353","","","(509) 769-0877","1C","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Kago, Stacey","6","","","","1232852","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=757236","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=757236",
"Mental Health, Dementia, Developmental Disabilities","Adult Family Home","758797","40014870","51891","AF  ","Southridge AFH","OP    ","3194 S Edison Ct","Kennewick","WA","99338","Benton","3194 S Edison Ct","Kennewick","WA","99338","(509) 312-4740","","","1C","SPMI, SPDE, SPDD","1080XS-12 ","TUVAKO, DANIELI R.","6","","","","1124242","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=758797","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=758797",
"Mental Health, Dementia","Specialized Behavior Support, Expanded Community Services, Adult Family Home","757885","40014068","50751","AF  ","Southridge Care Home LLC","OP    ","3044 S Harrison St","Kennewick","WA","99338","Benton","3044 S Harrison St","Kennewick","WA","99338","(509) 987-1985","","(509) 210-8295","1C","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 ","Murumbei, Valery","6","","","","1146489","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=757885","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=757885",
"Mental Health, Dementia","Adult Family Home","758361","40014675","51620","AF  ","Summit View Adult Family Home LLC","OP    ","15611 S Mountain Ridge Ct","Kennewick","WA","99338","Benton","15611 S Mountain Ridge Ct","Kennewick","WA","99338","(818) 300-3058","","","1C","SPMI, SPDE","1080XS-12 ","Genovez Cifuentes, Sonia M.","4","","","","1205001","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=758361","No"," ",
"Dementia","Adult Family Home","757167","40013434","49798","AF  ","Sunset Heights AFH, LLC","OP    ","8517 W 9th Ave","Kennewick","WA","99336","Benton","8517 W 9th Ave","Kennewick","WA","99336","(509) 286-1027","","","1C","SPDE","1080XS-12 ","Paslean, Jason T.","6","","","","1029702","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=757167","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=757167",
"Dementia","Adult Family Home","758415","40014710","51666","AF  ","Sunset Park AFH","OP    ","8606 W 9th Ave","Kennewick","WA","99336","Benton","8606 W 9th Ave","Kennewick","WA","99336","(509) 221-1713","","","1C","SPDE","1080XS-12 ","Haddox, Amy M.","6","","","","1021106","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=758415","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=758415",
"Mental Health, Dementia","Specialized Behavior Support, HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","752829","40010038","42494","AF  ","Sweet Meadows Adult Family Home","OP    ","101103 E Sidibe Pr SE","Kennewick","WA","99338","Benton","101103 E Sidibe Pr SE","Kennewick","WA","99338","(509) 579-0134","(509) 461-8005","","1C","SPMI, SPDE","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Samake, Fatoumata","6","","","","499627","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752829","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752829",
"Mental Health, Developmental Disabilities","Adult Family Home","758723","40014850","51870","AF  ","T&T Care Home LLC","OP    ","705 W 26th Ave","Kennewick","WA","99337","Benton","705 W 26th Ave","Kennewick","WA","99337","(509) 212-7246","","","1C","SPMI, SPDD","1080XS-12 ","Garza, Tizrah","6","","","","752962","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=758723","No"," ",
"Mental Health, Dementia, Developmental Disabilities","Expanded Community Services, Adult Family Home","752426","40009743","41806","AF  ","THE CARING PLACE OF KENNEWICK","OP    ","4803 West 10th Ave","Kennewick","WA","99336","Benton","4803 West 10th Ave","Kennewick","WA","99336","(509) 987-1778","","(509) 783-5995","1C","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 ","Mclain, Tryna M.","6","","","","735675","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752426","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752426",
"Mental Health, Dementia","No Contract","758503","40014817","51826","AF  ","The Chateau","OP    ","3822 King Dr","West Richland","WA","99353","Benton","3822 King Dr","West Richland","WA","99353","(509) 371-9269","","","1C","SPMI, SPDE","","Gibb, Dwight B.","6","","","","785693","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=758503","No"," ",
"Mental Health, Dementia","Adult Family Home","754127","40003322","45600","AF  ","THE COTTAGE","OP    ","2615 W Entiat Ave","Kennewick","WA","99336","Benton","5302 W. 12th Ave","Kennewick","WA","99338","(509) 734-8928","","(509) 734-8036","1C","SPMI, SPDE","1080XS-12 ","Gibb, Dwight B.","6","","","","785693","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=754127","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=754127",
"Mental Health, Dementia, Developmental Disabilities","Adult Family Home","758798","40015038","52143","AF  ","The Place to Be","OP    ","2404 S Quillan Pl","Kennewick","WA","99338","Benton","2404 S Quillan Pl","Kennewick","WA","99338","(509) 221-1786","","","1C","SPMI, SPDE, SPDD","1080XS-12 ","GUNTER, HAILEY A.","6","","","","1255717","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=758798","No"," ",
"Developmental Disabilities","DDA Specialty AFH Pilot, DDA Meaningful Day, Adult Family Home","751621","40009231","40745","AF  ","THE SOUND OF LIVING","OP    ","1615 S Garfield St","Kennewick","WA","99337","Benton","1615 S Garfield St","Kennewick","WA","99337","(509) 396-9057","","","1C","SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","GOLPHENEE, KATHERINE","2","","","","1018359","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=751621","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=751621",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, Expanded Community Services, Adult Family Home","755051","40003000","46821","AF  ","The Vineyard AFH LLC","OP    ","609 E 31ST CT","KENNEWICK","WA","99337","Benton","609 E 31ST CT","KENNEWICK","WA","99337","(509) 586-7789","","(509) 586-7789","1C","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Johnson, Lisa L.","6","","","","553326","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=755051","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=755051",
"Mental Health, Dementia","Adult Family Home","757408","40013515","49911","AF  ","Tranquility Meadows","OP    ","2006 W 45th Ave","Kennewick","WA","99336","Benton","404 North Conway St","Kennewick","WA","99336","(509) 987-1058","","(509) 783-7945","1C","SPMI, SPDE","1080XS-12 ","Boese, Glenda","6","","","","1016160","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=757408","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=757408",
"Dementia","Adult Family Home","756025","40012393","48223","AF  ","Village View Adult Family Home","OP    ","4427 Village View St","Richland","WA","99352","Benton","4427 Village View St","Richland","WA","99352","(509) 396-7308","","(509) 984-6538","1C","SPDE","1080XS-12 ","Peot, Laci","6","","","","1019455","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=756025","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=756025",
"Mental Health, Dementia","Adult Family Home","757814","40014126","50830","AF  ","Willowbrook Heights Adult Family Home","OP    ","167 Sell Ln","Richland","WA","99352","Benton","167 Sell Ln","Richland","WA","99352","(509) 371-9394","","(202) 915-8707","1C","SPMI, SPDE","1080XS-12 ","Haddox, Ella M.","6","","","","1131643","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=757814","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=757814",
"Developmental Disabilities","HCS Meaningful Day, DDA Meaningful Day, Adult Family Home","751937","40009419","41097","AF  ","WINTERS HAVEN ADULT FAMILY HOME","OP    ","204705 E SCHUSTER RD","KENNEWICK","WA","99337","Benton","204705 E SCHUSTER RD","KENNEWICK","WA","99337","(509) 551-2767","","(509) 987-1645","1C","SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Winters, Robert E.","5","","","","649278","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=751937","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=751937",
"Mental Health, Dementia, Developmental Disabilities","Specialized Behavior Support, HCS Meaningful Day, Expanded Community Services, DDA Meaningful Day, Adult Family Home","757064","40013214","49508","AF  ","Zintel Creek Adult Family Home LLC","OP    ","2300 W 21st Ave","Kennewick","WA","99337","Benton","2300 W 21st Ave","Kennewick","WA","99337","(509) 202-4465","","(888) 506-5331","1C","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 , 1080XS-12 ","Kaur, Veerpal","6","","","","628863","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=757064","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=757064",
"Mental Health, Dementia, Developmental Disabilities","HCS Meaningful Day, DDA Meaningful Day, Adult Family Home","752822","40010045","42514","AF  ","MJ's AFH LLC","OP    ","779 S Adams St","Republic","WA","99166","Ferry","779 S Adams St","Republic","WA","99166","(509) 775-2344","(509) 775-0851","","1E","SPMI, SPDE, SPDD","1080XS-12 , 1080XS-12 , 1080XS-12 ","Olsen, Mari J.","6","","","","784692","False","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHServices.aspx?Lic=752822","Yes","https://fortress.wa.gov/dshs/adsaapps/lookup/AFHForms.aspx?Lic=752822",
